127,284,"[(3, [9, 7]), (3, [21]), (2, [7, 10]), (2, [9, 13]), (2, [23])]",84,"[(2, [5, 14]), (2, [10, 14]), (2, [14, 9, 13]), (2, [14, 14, 14, 14, 28]), (2, [14, 21, 13]), (2, [23]), (2, [24, 14])]",0.736842105,[1],,
128,285,"[(3, [30]), (2, [2, 14]), (2, [5]), (2, [6]), (2, [13]), (2, [26, 2])]",85,"[(3, [2, 14]), (3, [8, 14]), (2, [1]), (2, [5, 14, 5, 6]), (2, [8, 2]), (2, [8, 5]), (2, [17, 14]), (2, [28])]",0.588235294,[2],,
129,289,"[(2, [30])]",89,"[(2, [34, 30])]",1,[1],,
130,291,"[(2, [17, 9]), (2, [30, 2])]",91,"[(4, [9]), (2, [26]), (2, [28])]",0.25,[3],,
131,292,"[(4, [27]), (3, [2]), (3, [21]), (2, [0]), (2, [11])]",92,"[(3, [6]), (2, [0, 27]), (2, [2]), (2, [21]), (2, [27, 28])]",0.857142857,[1],,
132,296,"[(3, [4, 4, 15]), (2, [2, 4]), (2, [4, 4, 4, 4, 4, 33]), (2, [4, 4, 4, 28]), (2, [30])]",96,"[(2, [4, 12]), (2, [9]), (2, [12, 14, 28]), (2, [17]), (2, [28, 15, 4])]",0.257142857,[4],,
133,303,"[(2, [26])]",103,[],0,[2],,
134,304,"[(4, [2, 19]), (2, [17]), (2, [30, 2])]",104,"[(2, [2, 2, 2, 19]), (2, [33])]",0.714285714,[1],,
135,311,[],111,[],0,[1],,
136,312,"[(3, [3, 23, 28]), (3, [12, 3, 3, 3, 28]), (2, [3, 9]), (2, [23, 12, 3]), (2, [23, 30, 3]), (2, [28, 30, 3])]",112,"[(2, [6]), (2, [9]), (2, [12, 3, 3, 3, 28]), (2, [26])]",0.673913043,[2],,
137,313,"[(3, [9])]",113,[],0,[2],,
138,315,"[(2, [9, 9, 9, 14]), (2, [30])]",115,"[(4, [9]), (3, [14]), (2, [2])]",0.2,[2],,
139,319,"[(2, [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 18, 2, 2, 2, 2, 2, 2, 2, 2, 14]), (2, [29, 2])]",119,"[(2, [2]), (2, [14, 14, 14, 14, 17]), (2, [29])]",0.090909091,[4],,
140,325,"[(3, [2]), (2, [7]), (2, [12]), (2, [17])]",125,"[(2, [17, 17, 17, 17, 17, 17, 17, 33])]",0.222222222,[7],,
141,326,"[(2, [0, 9, 28]), (2, [4, 12]), (2, [4, 28]), (2, [5, 17, 28]), (2, [5, 23, 28, 9]), (2, [5, 31, 28]), (2, [9, 5, 28, 12]), (2, [17, 31, 28, 2, 9]), (2, [23, 12]), (2, [23, 17, 28]), (2, [23, 31, 28])]",126,"[(4, [17]), (2, [2, 28]), (2, [4]), (2, [6]), (2, [11, 28]), (2, [14]), (2, [23]), (2, [28, 5]), (2, [28, 26])]",0.323529412,[7],,
142,328,"[(5, [30]), (4, [9]), (3, [26, 8]), (3, [28, 2]), (2, [1]), (2, [26, 28])]",128,"[(22, [2]), (11, [8]), (6, [30]), (3, [9]), (2, [26, 7]), (2, [28])]",0.62962963,[3],,
143,334,"[(3, [1]), (2, [33])]",134,"[(2, [2]), (2, [12]), (2, [17]), (2, [28, 28, 28, 33])]",0.4,[2],,
144,340,"[(6, [13]), (5, [19]), (2, [1]), (2, [28]), (2, [30, 9])]",140,"[(4, [7]), (3, [2]), (3, [9]), (3, [19]), (3, [24]), (2, [33])]",0.368421053,[5],,
145,341,"[(2, [1])]",141,"[(2, [13])]",0,[2],,
146,342,"[(6, [9, 2]), (2, [30, 2]), (2, [30, 9])]",142,"[(5, [2]), (2, [9]), (2, [13]), (2, [28]), (2, [30]), (2, [33])]",0.5,[2],,
147,344,"[(3, [26, 6]), (2, [2, 17, 32]), (2, [2, 26]), (2, [7, 17, 6]), (2, [11, 2]), (2, [17, 2, 6]), (2, [17, 26, 32])]",144,"[(5, [26]), (3, [34]), (2, [6, 2, 2, 32]), (2, [12]), (2, [15, 2]), (2, [17, 32, 2]), (2, [28])]",0.5,[2],,
148,347,"[(4, [17]), (2, [33])]",147,"[(2, [28]), (2, [30])]",0,[4],,
149,353,"[(3, [6, 8]), (2, [2])]",153,"[(12, [30]), (8, [8]), (4, [6]), (3, [2]), (3, [13, 31]), (3, [22]), (2, [7]), (2, [9, 13]), (2, [27]), (2, [28])]",0.625,[2],,
150,363,"[(2, [2, 8]), (2, [6]), (2, [7]), (2, [32, 8])]",163,"[(2, [6, 9, 28]), (2, [6, 30]), (2, [8, 17]), (2, [23]), (2, [28, 2]), (2, [28, 30])]",0.5,[2],,
151,367,"[(3, [1]), (3, [17, 28, 9]), (2, [0]), (2, [4, 9]), (2, [5, 23]), (2, [9, 12]), (2, [23, 9]), (2, [28, 4, 12]), (2, [28, 23]), (2, [28, 31])]",167,"[(3, [0, 5]), (3, [5, 28, 9]), (3, [31]), (2, [1, 28]), (2, [6]), (2, [28, 12, 9]), (2, [28, 17, 5]), (2, [28, 17, 9])]",0.613636364,[2],,
152,368,"[(2, [4, 2]), (2, [4, 32]), (2, [6, 4]), (2, [24])]",168,"[(2, [16])]",0,[5],,
153,369,"[(2, [9])]",169,[],0,[2],,
154,374,"[(3, [12]), (2, [11]), (2, [21]), (2, [26])]",174,"[(4, [2]), (3, [11])]",0.222222222,[5],,
155,379,"[(3, [2])]",179,"[(3, [2, 2, 2, 2, 28]), (2, [2, 2, 2, 4]), (2, [29])]",1,[1],,
